country,region,source,segment,type,abatement,savings,cost
Ukraine,Europe,Unconventional gas,Upstream,Gas,Install flares,0,2.76
United Arab Emirates,Middle East,Downstream gas,Downstream,Gas,Vapour recovery units,0.37,2.76
Sweden,Europe,Downstream gas,Downstream,Gas,Vapour recovery units,0,2.7800000000000002
India,Asia Pacific,Onshore conventional oil,Upstream,Oil,Replace with electric motor,106.39,2.7800000000000002
Israel,Europe,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,2.79
Israel,Europe,Downstream gas,Downstream,Gas,Downstream LDAR,1.83,2.79
Argentina,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,23.28,2.79
Argentina,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.05,2.79
Bolivia,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,2.2,2.79
Bolivia,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,2.79
Ecuador,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,2.79
Cuba,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,0.42,2.79
Cuba,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,2.79
Ecuador,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,0.25,2.79
Colombia,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,2.79
Colombia,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,4.12,2.79
Trinidad and Tobago,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.79
Trinidad and Tobago,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,5.15,2.79
Peru,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,2.79
Peru,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,2.2800000000000002,2.79
Paraguay,Latin America,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.79
Uruguay,Latin America,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.79
Uruguay,Latin America,Downstream gas,Downstream,Gas,Downstream LDAR,0.01,2.79
Venezuela,Central and South America,Downstream oil,Downstream,Oil,Downstream LDAR,0.07,2.79
Venezuela,Central and South America,Downstream gas,Downstream,Gas,Downstream LDAR,18.42,2.79
Qatar,Middle East,Downstream gas,Downstream,Gas,Vapour recovery units,0.25,2.8
South Africa,Africa,Offshore gas,Upstream,Gas,Replace with electric motor,20.81,2.81
Norway,Europe,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.83
Norway,Europe,Downstream gas,Downstream,Gas,Downstream LDAR,0.08,2.83
Germany,Europe,Downstream gas,Downstream,Gas,Vapour recovery units,0.06,2.83
Kuwait,Middle East,Satellite - downstream,Downstream,Oil,Downstream LDAR,0.32,2.83
Peru,Central and South America,Downstream gas,Downstream,Gas,Vapour recovery units,0.05,2.84
Iraq,Middle East,Satellite - downstream,Downstream,Oil,Downstream LDAR,0.32,2.85
Canada,North America,Offshore gas,Upstream,Gas,Upstream LDAR,0.02,2.85
Mexico,North America,Downstream oil,Downstream,Oil,Downstream LDAR,0.07,2.87
Mexico,North America,Downstream gas,Downstream,Gas,Downstream LDAR,25.79,2.87
Morocco,North Africa,Unconventional gas,Upstream,Gas,Vapour recovery units,0,2.88
Morocco,North Africa,Onshore conventional gas,Upstream,Gas,Vapour recovery units,0,2.88
Morocco,North Africa,Offshore gas,Upstream,Gas,Vapour recovery units,0.04,2.88
Angola,Africa,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.49,2.89
Angola,Africa,Downstream oil,Downstream,Oil,Vapour recovery units,0.03,2.89
Angola,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,2.92
Angola,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.39,2.92
Benin,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Benin,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.01,2.92
Cameroon,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.29,2.92
Botswana,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Cameroon,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Congo,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Congo,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.3,2.92
Cote d'Ivoire,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.86,2.92
Democratic Republic of Congo,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Cote d'Ivoire,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Equatorial Guinea,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,1.17,2.92
Eritrea,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Mozambique,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.36,2.92
Mozambique,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Namibia,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Kenya,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.01,2.92
Ghana,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.4,2.92
Ghana,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Ethiopia,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Gabon,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.21,2.92
Gabon,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
South Sudan,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Senegal,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0,2.92
Senegal,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,0.01,2.92
Nigeria,Africa,Downstream oil,Downstream,Oil,Downstream LDAR,0.05,2.92
Nigeria,Africa,Downstream gas,Downstream,Gas,Downstream LDAR,14.22,2.92
